날짜,기준금리,CD(91일),KOFR(공시RFR),"무담보콜금리(1일, 전체거래)",경상수지(계절조정)
1995-01-03,,14.7,,13.06,-155.9
1995-01-04,,14.47,,11.63,-155.9
1995-01-05,,14.67,,10.61,-155.9
1995-01-06,,14.83,,9.28,-155.9
1995-01-07,,14.74,,10.78,-155.9
1995-01-08,,,,,
1995-01-09,,14.75,,12.06,-155.9
1995-01-10,,14.88,,12.61,-155.9
1995-01-11,,15.2,,13.2,-155.9
1995-01-12,,15.89,,13.98,-155.9
1995-01-13,,16.3,,14.87,-155.9
1995-01-14,,16.4,,17.47,-155.9
1995-01-15,,,,,
1995-01-16,,16.55,,18.37,-155.9
1995-01-17,,15.9,,15.35,-155.9
1995-01-18,,15.8,,15.13,-155.9
1995-01-19,,16.05,,14.92,-155.9
1995-01-20,,15.8,,15.67,-155.9
1995-01-21,,15.8,,15.2,-155.9
1995-01-22,,,,,
1995-01-23,,16.0,,16.43,-155.9
1995-01-24,,16.5,,21.21,-155.9
1995-01-25,,16.7,,21.34,-155.9
1995-01-26,,16.5,,22.41,-155.9
1995-01-27,,16.54,,20.42,-155.9
1995-01-28,,16.54,,21.26,-155.9
1995-01-29,,,,,
1995-01-30,,,,,
1995-01-31,,,,,
1995-02-01,,,,,
1995-02-02,,16.54,,21.82,-857.0
1995-02-03,,16.75,,22.49,-857.0
1995-02-04,,16.67,,17.36,-857.0
1995-02-05,,,,,
1995-02-06,,16.3,,13.65,-857.0
1995-02-07,,16.27,,15.07,-857.0
1995-02-08,,16.7,,17.05,-857.0
1995-02-09,,16.9,,16.31,-857.0
1995-02-10,,17.0,,16.26,-857.0
1995-02-11,,16.85,,15.88,-857.0
1995-02-12,,,,,
1995-02-13,,16.8,,15.58,-857.0
1995-02-14,,16.9,,15.26,-857.0
1995-02-15,,16.89,,15.44,-857.0
1995-02-16,,16.91,,15.26,-857.0
1995-02-17,,16.9,,13.53,-857.0
1995-02-18,,16.68,,12.78,-857.0
1995-02-19,,,,,
1995-02-20,,16.0,,11.48,-857.0
1995-02-21,,16.4,,11.66,-857.0
1995-02-22,,16.5,,11.9,-857.0
1995-02-23,,16.64,,13.2,-857.0
1995-02-24,,16.7,,13.49,-857.0
1995-02-25,,16.66,,14.11,-857.0
1995-02-26,,,,,
1995-02-27,,16.4,,15.57,-857.0
1995-02-28,,16.5,,15.52,-857.0
1995-03-01,,,,,
1995-03-02,,16.4,,14.43,-1048.1
1995-03-03,,16.29,,13.32,-1048.1
1995-03-04,,16.25,,11.21,-1048.1
1995-03-05,,,,,
1995-03-06,,16.0,,11.11,-1048.1
1995-03-07,,15.95,,11.45,-1048.1
1995-03-08,,15.85,,12.22,-1048.1
1995-03-09,,15.7,,12.42,-1048.1
1995-03-10,,15.6,,12.59,-1048.1
1995-03-11,,15.56,,12.53,-1048.1
1995-03-12,,,,,
1995-03-13,,15.5,,12.53,-1048.1
1995-03-14,,15.55,,12.08,-1048.1
1995-03-15,,15.65,,12.07,-1048.1
1995-03-16,,15.46,,11.65,-1048.1
1995-03-17,,15.2,,11.18,-1048.1
1995-03-18,,15.0,,10.96,-1048.1
1995-03-19,,,,,
1995-03-20,,14.6,,10.87,-1048.1
1995-03-21,,14.8,,10.81,-1048.1
1995-03-22,,14.75,,10.23,-1048.1
1995-03-23,,14.78,,11.75,-1048.1
1995-03-24,,14.9,,12.58,-1048.1
1995-03-25,,14.9,,13.33,-1048.1
1995-03-26,,,,,
1995-03-27,,15.04,,13.27,-1048.1
1995-03-28,,15.05,,13.16,-1048.1
1995-03-29,,14.85,,12.85,-1048.1
1995-03-30,,14.5,,12.4,-1048.1
1995-03-31,,14.4,,12.19,-1048.1
1995-04-01,,14.3,,11.46,-789.0
1995-04-02,,,,,
1995-04-03,,14.15,,11.26,-789.0
1995-04-04,,14.15,,11.38,-789.0
1995-04-05,,,,,
1995-04-06,,14.3,,11.88,-789.0
1995-04-07,,14.4,,11.73,-789.0
1995-04-08,,14.4,,12.51,-789.0
1995-04-09,,,,,
1995-04-10,,14.5,,13.66,-789.0
1995-04-11,,15.0,,14.14,-789.0
1995-04-12,,15.1,,13.41,-789.0
1995-04-13,,14.7,,12.47,-789.0
1995-04-14,,14.55,,12.18,-789.0
1995-04-15,,14.31,,11.71,-789.0
1995-04-16,,,,,
1995-04-17,,14.35,,11.39,-789.0
1995-04-18,,14.55,,11.23,-789.0
1995-04-19,,14.6,,11.53,-789.0
1995-04-20,,14.55,,11.55,-789.0
1995-04-21,,14.6,,11.96,-789.0
1995-04-22,,14.6,,11.78,-789.0
1995-04-23,,,,,
1995-04-24,,14.55,,12.97,-789.0
1995-04-25,,14.64,,13.66,-789.0
1995-04-26,,14.8,,14.12,-789.0
1995-04-27,,14.8,,14.06,-789.0
1995-04-28,,14.7,,13.95,-789.0
1995-04-29,,14.7,,14.38,-789.0
1995-04-30,,,,,
1995-05-01,,,,,
1995-05-02,,14.65,,13.89,-981.4
1995-05-03,,14.65,,13.87,-981.4
1995-05-04,,14.7,,14.06,-981.4
1995-05-05,,,,,
1995-05-06,,14.68,,13.23,-981.4
1995-05-07,,,,,
1995-05-08,,14.8,,13.76,-981.4
1995-05-09,,14.8,,13.64,-981.4
1995-05-10,,14.75,,14.12,-981.4
1995-05-11,,14.85,,14.55,-981.4
1995-05-12,,14.95,,14.56,-981.4
1995-05-13,,14.95,,14.31,-981.4
1995-05-14,,,,,
1995-05-15,,15.0,,14.32,-981.4
1995-05-16,,14.85,,14.01,-981.4
1995-05-17,,14.8,,13.57,-981.4
1995-05-18,,14.85,,12.77,-981.4
1995-05-19,,14.85,,12.08,-981.4
1995-05-20,,14.85,,11.92,-981.4
1995-05-21,,,,,
1995-05-22,,14.8,,11.44,-981.4
1995-05-23,,14.87,,12.92,-981.4
1995-05-24,,14.95,,12.95,-981.4
1995-05-25,,15.05,,13.35,-981.4
1995-05-26,,15.25,,13.96,-981.4
1995-05-27,,15.25,,13.86,-981.4
1995-05-28,,,,,
1995-05-29,,15.06,,13.96,-981.4
1995-05-30,,14.85,,13.38,-981.4
1995-05-31,,14.8,,13.39,-981.4
1995-06-01,,14.78,,12.52,-1164.4
1995-06-02,,14.7,,11.6,-1164.4
1995-06-03,,14.6,,10.23,-1164.4
1995-06-04,,,,,
1995-06-05,,14.5,,10.3,-1164.4
1995-06-06,,,,,
1995-06-07,,14.5,,10.99,-1164.4
1995-06-08,,14.7,,11.67,-1164.4
1995-06-09,,14.55,,12.0,-1164.4
1995-06-10,,14.5,,11.78,-1164.4
1995-06-11,,,,,
1995-06-12,,14.45,,11.75,-1164.4
1995-06-13,,14.63,,11.98,-1164.4
1995-06-14,,14.65,,12.39,-1164.4
1995-06-15,,14.8,,13.19,-1164.4
1995-06-16,,14.7,,13.2,-1164.4
1995-06-17,,14.7,,12.02,-1164.4
1995-06-18,,,,,
1995-06-19,,14.65,,11.8,-1164.4
1995-06-20,,14.75,,12.12,-1164.4
1995-06-21,,14.85,,12.4,-1164.4
1995-06-22,,14.85,,13.24,-1164.4
1995-06-23,,14.85,,14.2,-1164.4
1995-06-24,,14.85,,14.71,-1164.4
1995-06-25,,,,,
1995-06-26,,14.9,,14.87,-1164.4
1995-06-27,,,,,
1995-06-28,,15.05,,15.05,-1164.4
1995-06-29,,15.05,,15.51,-1164.4
1995-06-30,,15.05,,15.37,-1164.4
1995-07-01,,15.0,,13.45,-784.5
1995-07-02,,,,,
1995-07-03,,14.8,,12.1,-784.5
1995-07-04,,14.6,,10.51,-784.5
1995-07-05,,14.5,,10.22,-784.5
1995-07-06,,14.35,,10.2,-784.5
1995-07-07,,14.3,,10.5,-784.5
1995-07-08,,14.35,,10.77,-784.5
1995-07-09,,,,,
1995-07-10,,14.45,,11.29,-784.5
1995-07-11,,14.45,,11.3,-784.5
1995-07-12,,14.4,,11.33,-784.5
1995-07-13,,14.33,,11.32,-784.5
1995-07-14,,14.3,,11.33,-784.5
1995-07-15,,14.2,,11.21,-784.5
1995-07-16,,,,,
1995-07-17,,,,,
1995-07-18,,13.9,,10.78,-784.5
1995-07-19,,13.85,,10.41,-784.5
1995-07-20,,13.95,,10.37,-784.5
1995-07-21,,14.1,,10.33,-784.5
1995-07-22,,14.1,,9.98,-784.5
1995-07-23,,,,,
1995-07-24,,14.15,,11.22,-784.5
1995-07-25,,14.1,,12.43,-784.5
1995-07-26,,14.15,,13.04,-784.5
1995-07-27,,14.05,,12.1,-784.5
1995-07-28,,13.9,,12.23,-784.5
1995-07-29,,13.85,,12.08,-784.5
1995-07-30,,,,,
1995-07-31,,13.9,,12.05,-784.5
1995-08-01,,13.9,,11.21,-744.6
1995-08-02,,13.8,,10.39,-744.6
1995-08-03,,13.7,,10.39,-744.6
1995-08-04,,13.65,,10.35,-744.6
1995-08-05,,13.65,,10.9,-744.6
1995-08-06,,,,,
1995-08-07,,13.65,,11.23,-744.6
1995-08-08,,13.65,,11.72,-744.6
1995-08-09,,13.55,,11.63,-744.6
1995-08-10,,13.55,,10.56,-744.6
1995-08-11,,13.5,,11.69,-744.6
1995-08-12,,13.45,,11.43,-744.6
1995-08-13,,,,,
1995-08-14,,13.35,,11.19,-744.6
1995-08-15,,,,,
1995-08-16,,13.2,,10.82,-744.6
1995-08-17,,12.95,,11.18,-744.6
1995-08-18,,12.89,,11.2,-744.6
1995-08-19,,12.95,,11.17,-744.6
1995-08-20,,,,,
1995-08-21,,13.1,,11.94,-744.6
1995-08-22,,13.34,,12.38,-744.6
1995-08-23,,13.5,,12.44,-744.6
1995-08-24,,13.6,,12.29,-744.6
1995-08-25,,13.55,,12.68,-744.6
1995-08-26,,13.55,,12.53,-744.6
1995-08-27,,,,,
1995-08-28,,13.55,,13.0,-744.6
1995-08-29,,13.5,,12.59,-744.6
1995-08-30,,13.4,,12.65,-744.6
1995-08-31,,13.2,,12.76,-744.6
1995-09-01,,13.25,,11.75,-1481.9
1995-09-02,,13.3,,11.14,-1481.9
1995-09-03,,,,,
1995-09-04,,13.14,,10.84,-1481.9
1995-09-05,,13.0,,11.21,-1481.9
1995-09-06,,13.05,,11.8,-1481.9
1995-09-07,,13.4,,12.18,-1481.9
1995-09-08,,,,,
1995-09-09,,,,,
1995-09-10,,,,,
1995-09-11,,13.2,,12.92,-1481.9
1995-09-12,,13.3,,13.04,-1481.9
1995-09-13,,13.4,,12.86,-1481.9
1995-09-14,,13.4,,12.14,-1481.9
1995-09-15,,13.3,,11.68,-1481.9
1995-09-16,,13.25,,11.03,-1481.9
1995-09-17,,,,,
1995-09-18,,13.1,,10.74,-1481.9
1995-09-19,,13.05,,10.47,-1481.9
1995-09-20,,12.95,,10.33,-1481.9
1995-09-21,,13.0,,10.39,-1481.9
1995-09-22,,13.0,,10.73,-1481.9
1995-09-23,,13.0,,10.92,-1481.9
1995-09-24,,,,,
1995-09-25,,13.0,,11.23,-1481.9
1995-09-26,,12.95,,11.24,-1481.9
1995-09-27,,12.9,,11.23,-1481.9
1995-09-28,,12.85,,11.2,-1481.9
1995-09-29,,12.85,,10.81,-1481.9
1995-09-30,,12.8,,10.62,-1481.9
1995-10-01,,,,,
1995-10-02,,12.7,,10.27,-704.9
1995-10-03,,,,,
1995-10-04,,12.6,,10.33,-704.9
1995-10-05,,12.6,,10.73,-704.9
1995-10-06,,12.6,,11.0,-704.9
1995-10-07,,12.6,,10.95,-704.9
1995-10-08,,,,,
1995-10-09,,12.6,,11.15,-704.9
1995-10-10,,12.55,,11.17,-704.9
1995-10-11,,12.5,,11.16,-704.9
1995-10-12,,12.3,,11.14,-704.9
1995-10-13,,12.25,,11.17,-704.9
1995-10-14,,12.25,,10.82,-704.9
1995-10-15,,,,,
1995-10-16,,12.3,,10.67,-704.9
1995-10-17,,12.35,,10.83,-704.9
1995-10-18,,12.3,,10.64,-704.9
1995-10-19,,12.25,,10.3,-704.9
1995-10-20,,12.15,,10.28,-704.9
1995-10-21,,12.15,,10.78,-704.9
1995-10-22,,,,,
1995-10-23,,12.1,,11.17,-704.9
1995-10-24,,12.2,,11.88,-704.9
1995-10-25,,12.2,,12.0,-704.9
1995-10-26,,12.15,,11.92,-704.9
1995-10-27,,12.1,,11.61,-704.9
1995-10-28,,12.1,,11.54,-704.9
1995-10-29,,,,,
1995-10-30,,12.05,,11.53,-704.9
1995-10-31,,12.02,,11.44,-704.9
1995-11-01,,11.95,,11.13,-680.6
1995-11-02,,11.85,,11.12,-680.6
1995-11-03,,11.85,,11.08,-680.6
1995-11-04,,11.85,,11.19,-680.6
1995-11-05,,,,,
1995-11-06,,11.95,,11.58,-680.6
1995-11-07,,11.94,,11.82,-680.6
1995-11-08,,11.9,,12.01,-680.6
1995-11-09,,11.94,,11.6,-680.6
1995-11-10,,11.95,,11.44,-680.6
1995-11-11,,11.95,,11.36,-680.6
1995-11-12,,,,,
1995-11-13,,11.95,,11.35,-680.6
1995-11-14,,11.95,,11.37,-680.6
1995-11-15,,11.95,,11.32,-680.6
1995-11-16,,11.95,,11.33,-680.6
1995-11-17,,11.95,,11.31,-680.6
1995-11-18,,11.95,,11.27,-680.6
1995-11-19,,,,,
1995-11-20,,12.0,,11.39,-680.6
1995-11-21,,12.05,,11.29,-680.6
1995-11-22,,12.1,,11.29,-680.6
1995-11-23,,12.07,,11.19,-680.6
1995-11-24,,12.05,,11.13,-680.6
1995-11-25,,12.05,,11.09,-680.6
1995-11-26,,,,,
1995-11-27,,11.9,,11.17,-680.6
1995-11-28,,11.88,,11.13,-680.6
1995-11-29,,11.9,,11.1,-680.6
1995-11-30,,11.88,,11.06,-680.6
1995-12-01,,11.78,,10.65,-837.2
1995-12-02,,11.75,,10.18,-837.2
1995-12-03,,,,,
1995-12-04,,11.6,,10.23,-837.2
1995-12-05,,11.5,,10.3,-837.2
1995-12-06,,11.65,,10.28,-837.2
1995-12-07,,11.65,,10.6,-837.2
1995-12-08,,11.6,,10.42,-837.2
1995-12-09,,11.57,,10.39,-837.2
1995-12-10,,,,,
1995-12-11,,11.5,,10.31,-837.2
1995-12-12,,11.49,,10.25,-837.2
1995-12-13,,11.54,,10.29,-837.2
1995-12-14,,11.54,,10.43,-837.2
1995-12-15,,11.55,,10.44,-837.2
1995-12-16,,11.55,,10.42,-837.2
1995-12-17,,,,,
1995-12-18,,11.6,,10.43,-837.2
1995-12-19,,11.65,,10.64,-837.2
1995-12-20,,11.7,,11.09,-837.2
1995-12-21,,11.9,,11.69,-837.2
1995-12-22,,11.9,,11.83,-837.2
1995-12-23,,11.85,,11.4,-837.2
1995-12-24,,,,,
1995-12-25,,,,,
1995-12-26,,11.85,,11.79,-837.2
1995-12-27,,11.98,,12.4,-837.2
1995-12-28,,12.05,,12.5,-837.2
1995-12-29,,12.3,,12.88,-837.2
1995-12-30,,12.3,,12.66,-837.2
1995-12-31,,,,,
1996-01-01,,,,,
1996-01-02,,,,,
1996-01-03,,12.0,,11.74,-504.7
1996-01-04,,11.75,,10.86,-504.7
1996-01-05,,11.6,,10.28,-504.7
1996-01-06,,11.6,,10.26,-504.7
1996-01-07,,,,,
1996-01-08,,11.55,,10.19,-504.7
1996-01-09,,11.5,,10.15,-504.7
1996-01-10,,11.48,,10.19,-504.7
1996-01-11,,11.4,,10.2,-504.7
1996-01-12,,11.4,,10.23,-504.7
1996-01-13,,11.4,,10.17,-504.7
1996-01-14,,,,,
1996-01-15,,11.5,,10.23,-504.7
1996-01-16,,11.65,,10.36,-504.7
1996-01-17,,11.82,,10.4,-504.7
1996-01-18,,11.8,,10.4,-504.7
1996-01-19,,11.75,,10.41,-504.7
1996-01-20,,11.75,,10.29,-504.7
1996-01-21,,,,,
1996-01-22,,11.65,,10.36,-504.7
1996-01-23,,11.65,,10.4,-504.7
1996-01-24,,11.7,,10.39,-504.7
1996-01-25,,11.75,,10.56,-504.7
1996-01-26,,11.73,,10.78,-504.7
1996-01-27,,11.73,,10.71,-504.7
1996-01-28,,,,,
1996-01-29,,11.73,,10.84,-504.7
1996-01-30,,11.65,,10.64,-504.7
1996-01-31,,11.6,,10.46,-504.7
1996-02-01,,11.63,,10.25,-1745.9
1996-02-02,,11.6,,10.23,-1745.9
1996-02-03,,11.6,,9.72,-1745.9
1996-02-04,,,,,
1996-02-05,,11.6,,9.9,-1745.9
1996-02-06,,11.6,,9.93,-1745.9
1996-02-07,,11.6,,10.23,-1745.9
1996-02-08,,11.65,,10.25,-1745.9
1996-02-09,,11.75,,10.42,-1745.9
1996-02-10,,11.75,,10.36,-1745.9
1996-02-11,,,,,
1996-02-12,,11.7,,10.43,-1745.9
1996-02-13,,11.67,,10.42,-1745.9
1996-02-14,,11.72,,10.69,-1745.9
1996-02-15,,11.68,,11.14,-1745.9
1996-02-16,,11.66,,11.7,-1745.9
1996-02-17,,11.66,,11.72,-1745.9
1996-02-18,,,,,
1996-02-19,,,,,
1996-02-20,,,,,
1996-02-21,,11.65,,11.03,-1745.9
1996-02-22,,11.68,,11.0,-1745.9
1996-02-23,,11.7,,10.98,-1745.9
1996-02-24,,11.7,,10.99,-1745.9
1996-02-25,,,,,
1996-02-26,,11.68,,11.14,-1745.9
1996-02-27,,11.68,,11.07,-1745.9
1996-02-28,,11.68,,11.15,-1745.9
1996-02-29,,11.67,,11.49,-1745.9
1996-03-01,,,,,
1996-03-02,,11.67,,10.9,-1551.9
1996-03-03,,,,,
1996-03-04,,11.66,,10.64,-1551.9
1996-03-05,,11.63,,10.64,-1551.9
1996-03-06,,11.6,,10.66,-1551.9
1996-03-07,,11.64,,10.65,-1551.9
1996-03-08,,11.65,,10.63,-1551.9
1996-03-09,,11.65,,10.4,-1551.9
1996-03-10,,,,,
1996-03-11,,11.63,,10.47,-1551.9
1996-03-12,,11.63,,10.45,-1551.9
1996-03-13,,11.6,,10.46,-1551.9
1996-03-14,,11.6,,10.44,-1551.9
1996-03-15,,11.6,,10.37,-1551.9
1996-03-16,,11.6,,10.14,-1551.9
1996-03-17,,,,,
1996-03-18,,11.55,,9.98,-1551.9
1996-03-19,,11.48,,9.97,-1551.9
1996-03-20,,11.5,,9.81,-1551.9
1996-03-21,,11.5,,9.86,-1551.9
1996-03-22,,11.49,,10.14,-1551.9
1996-03-23,,11.49,,10.16,-1551.9
1996-03-24,,,,,
1996-03-25,,11.45,,10.2,-1551.9
1996-03-26,,11.45,,10.62,-1551.9
1996-03-27,,11.45,,10.6,-1551.9
1996-03-28,,11.44,,10.57,-1551.9
1996-03-29,,11.35,,10.11,-1551.9
1996-03-30,,11.35,,9.36,-1551.9
1996-03-31,,,,,
1996-04-01,,11.2,,9.13,-1932.8
1996-04-02,,11.0,,9.67,-1932.8
1996-04-03,,11.1,,9.73,-1932.8
1996-04-04,,11.1,,9.76,-1932.8
1996-04-05,,,,,
1996-04-06,,11.1,,9.63,-1932.8
1996-04-07,,,,,
1996-04-08,,11.03,,9.52,-1932.8
1996-04-09,,10.9,,9.51,-1932.8
1996-04-10,,10.7,,9.5,-1932.8
1996-04-11,,,,,
1996-04-12,,10.7,,9.45,-1932.8
1996-04-13,,10.7,,9.42,-1932.8
1996-04-14,,,,,
1996-04-15,,10.45,,9.19,-1932.8
1996-04-16,,10.25,,9.2,-1932.8
1996-04-17,,10.25,,9.19,-1932.8
1996-04-18,,10.2,,8.96,-1932.8
1996-04-19,,10.15,,8.96,-1932.8
1996-04-20,,10.15,,8.94,-1932.8
1996-04-21,,,,,
1996-04-22,,10.1,,8.95,-1932.8
1996-04-23,,10.0,,9.18,-1932.8
1996-04-24,,9.95,,9.18,-1932.8
1996-04-25,,9.9,,9.48,-1932.8
1996-04-26,,9.95,,9.92,-1932.8
1996-04-27,,10.0,,9.89,-1932.8
1996-04-28,,,,,
1996-04-29,,10.05,,10.16,-1932.8
1996-04-30,,10.05,,10.57,-1932.8
1996-05-01,,,,,
1996-05-02,,10.05,,10.65,-1716.8
1996-05-03,,10.25,,10.82,-1716.8
1996-05-04,,10.25,,10.37,-1716.8
1996-05-05,,,,,
1996-05-06,,10.4,,11.03,-1716.8
1996-05-07,,10.4,,11.16,-1716.8
1996-05-08,,10.4,,10.8,-1716.8
1996-05-09,,10.35,,10.17,-1716.8
1996-05-10,,10.22,,10.14,-1716.8
1996-05-11,,10.2,,10.11,-1716.8
1996-05-12,,,,,
1996-05-13,,10.15,,10.14,-1716.8
1996-05-14,,10.3,,10.19,-1716.8
1996-05-15,,10.5,,10.7,-1716.8
1996-05-16,,10.9,,11.11,-1716.8
1996-05-17,,10.85,,11.1,-1716.8
1996-05-18,,10.85,,10.59,-1716.8
1996-05-19,,,,,
1996-05-20,,11.0,,11.13,-1716.8
1996-05-21,,11.1,,11.86,-1716.8
1996-05-22,,11.13,,11.84,-1716.8
1996-05-23,,11.2,,12.08,-1716.8
1996-05-24,,,,,
1996-05-25,,11.2,,12.11,-1716.8
1996-05-26,,,,,
1996-05-27,,11.7,,13.33,-1716.8
1996-05-28,,12.2,,13.52,-1716.8
1996-05-29,,12.2,,13.34,-1716.8
1996-05-30,,12.05,,13.49,-1716.8
1996-05-31,,12.0,,13.56,-1716.8
1996-06-01,,12.0,,13.72,-2122.4
1996-06-02,,,,,
1996-06-03,,11.85,,13.24,-2122.4
1996-06-04,,11.6,,12.56,-2122.4
1996-06-05,,11.5,,11.87,-2122.4
1996-06-06,,,,,
1996-06-07,,11.55,,11.89,-2122.4
1996-06-08,,11.55,,11.58,-2122.4
1996-06-09,,,,,
1996-06-10,,11.6,,11.53,-2122.4
1996-06-11,,11.7,,11.66,-2122.4
1996-06-12,,11.9,,11.86,-2122.4
1996-06-13,,12.1,,11.89,-2122.4
1996-06-14,,12.15,,12.12,-2122.4
1996-06-15,,12.15,,12.4,-2122.4
1996-06-16,,,,,
1996-06-17,,12.5,,12.77,-2122.4
1996-06-18,,12.6,,12.75,-2122.4
1996-06-19,,12.35,,12.29,-2122.4
1996-06-20,,12.2,,11.71,-2122.4
1996-06-21,,12.32,,11.86,-2122.4
1996-06-22,,12.32,,11.7,-2122.4
1996-06-23,,,,,
1996-06-24,,12.75,,12.13,-2122.4
1996-06-25,,12.75,,12.57,-2122.4
1996-06-26,,12.77,,13.02,-2122.4
1996-06-27,,12.8,,13.11,-2122.4
1996-06-28,,12.67,,13.45,-2122.4
1996-06-29,,12.65,,13.43,-2122.4
1996-06-30,,,,,
1996-07-01,,12.5,,13.43,-2175.4
1996-07-02,,12.6,,13.46,-2175.4
1996-07-03,,12.6,,13.03,-2175.4
1996-07-04,,12.65,,12.66,-2175.4
1996-07-05,,12.75,,12.65,-2175.4
1996-07-06,,12.75,,12.44,-2175.4
1996-07-07,,,,,
1996-07-08,,12.8,,12.41,-2175.4
1996-07-09,,12.8,,12.41,-2175.4
1996-07-10,,12.75,,12.44,-2175.4
1996-07-11,,12.6,,12.39,-2175.4
1996-07-12,,12.6,,12.06,-2175.4
1996-07-13,,12.6,,12.06,-2175.4
1996-07-14,,,,,
1996-07-15,,12.6,,12.11,-2175.4
1996-07-16,,12.6,,12.1,-2175.4
1996-07-17,,,,,
1996-07-18,,12.63,,11.94,-2175.4
1996-07-19,,12.75,,12.11,-2175.4
1996-07-20,,12.75,,12.09,-2175.4
1996-07-21,,,,,
1996-07-22,,12.85,,12.15,-2175.4
1996-07-23,,12.85,,12.46,-2175.4
1996-07-24,,12.95,,12.62,-2175.4
1996-07-25,,13.0,,13.55,-2175.4
1996-07-26,,13.2,,14.83,-2175.4
1996-07-27,,13.2,,13.98,-2175.4
1996-07-28,,,,,
1996-07-29,,13.2,,14.04,-2175.4
1996-07-30,,13.5,,14.94,-2175.4
1996-07-31,,13.7,,16.08,-2175.4
1996-08-01,,13.74,,15.68,-2821.5
1996-08-02,,13.68,,15.7,-2821.5
1996-08-03,,13.65,,15.63,-2821.5
1996-08-04,,,,,
1996-08-05,,13.75,,15.43,-2821.5
1996-08-06,,14.0,,15.95,-2821.5
1996-08-07,,14.0,,15.61,-2821.5
1996-08-08,,13.95,,14.47,-2821.5
1996-08-09,,14.0,,14.09,-2821.5
1996-08-10,,14.0,,14.02,-2821.5
1996-08-11,,,,,
1996-08-12,,14.15,,14.11,-2821.5
1996-08-13,,14.3,,14.09,-2821.5
1996-08-14,,15.0,,14.45,-2821.5
1996-08-15,,,,,
1996-08-16,,15.1,,14.9,-2821.5
1996-08-17,,15.15,,14.79,-2821.5
1996-08-18,,,,,
1996-08-19,,15.5,,15.22,-2821.5
1996-08-20,,15.8,,15.58,-2821.5
1996-08-21,,15.75,,15.71,-2821.5
1996-08-22,,15.6,,15.41,-2821.5
1996-08-23,,15.38,,15.59,-2821.5
1996-08-24,,15.35,,15.73,-2821.5
1996-08-25,,,,,
1996-08-26,,15.5,,16.01,-2821.5
1996-08-27,,15.7,,16.64,-2821.5
1996-08-28,,15.8,,16.51,-2821.5
1996-08-29,,15.6,,16.41,-2821.5
1996-08-30,,15.2,,16.31,-2821.5
1996-08-31,,15.0,,16.51,-2821.5
1996-09-01,,,,,
1996-09-02,,14.9,,16.18,-1998.7
1996-09-03,,14.8,,15.43,-1998.7
1996-09-04,,14.0,,13.92,-1998.7
1996-09-05,,13.76,,12.72,-1998.7
1996-09-06,,13.92,,12.75,-1998.7
1996-09-07,,14.0,,12.74,-1998.7
1996-09-08,,,,,
1996-09-09,,14.3,,12.72,-1998.7
1996-09-10,,14.75,,13.11,-1998.7
1996-09-11,,14.65,,13.16,-1998.7
1996-09-12,,14.0,,13.13,-1998.7
1996-09-13,,14.0,,13.11,-1998.7
1996-09-14,,14.0,,12.95,-1998.7
1996-09-15,,,,,
1996-09-16,,13.95,,13.07,-1998.7
1996-09-17,,14.0,,13.07,-1998.7
1996-09-18,,14.13,,13.12,-1998.7
1996-09-19,,14.28,,13.36,-1998.7
1996-09-20,,14.45,,13.88,-1998.7
1996-09-21,,14.52,,14.01,-1998.7
1996-09-22,,,,,
1996-09-23,,14.6,,15.24,-1998.7
1996-09-24,,14.6,,15.94,-1998.7
1996-09-25,,14.6,,16.27,-1998.7
1996-09-26,,,,,
1996-09-27,,,,,
1996-09-28,,,,,
1996-09-29,,,,,
1996-09-30,,14.4,,15.99,-1998.7
1996-10-01,,14.1,,16.18,-2494.2
1996-10-02,,13.9,,15.69,-2494.2
1996-10-03,,,,,
1996-10-04,,14.05,,14.67,-2494.2
1996-10-05,,14.05,,13.87,-2494.2
1996-10-06,,,,,
1996-10-07,,14.15,,13.65,-2494.2
1996-10-08,,14.15,,13.6,-2494.2
1996-10-09,,13.85,,13.61,-2494.2
1996-10-10,,13.8,,13.99,-2494.2
1996-10-11,,13.9,,13.9,-2494.2
1996-10-12,,13.9,,13.6,-2494.2
1996-10-13,,,,,
1996-10-14,,13.95,,13.43,-2494.2
1996-10-15,,14.0,,13.77,-2494.2
1996-10-16,,14.1,,14.03,-2494.2
1996-10-17,,14.3,,14.08,-2494.2
1996-10-18,,14.3,,14.34,-2494.2
1996-10-19,,14.3,,13.86,-2494.2
1996-10-20,,,,,
1996-10-21,,14.3,,13.9,-2494.2
1996-10-22,,14.3,,13.74,-2494.2
1996-10-23,,14.45,,14.4,-2494.2
1996-10-24,,14.4,,14.86,-2494.2
1996-10-25,,14.3,,15.17,-2494.2
1996-10-26,,14.3,,15.16,-2494.2
1996-10-27,,,,,
1996-10-28,,14.2,,15.2,-2494.2
1996-10-29,,14.1,,14.7,-2494.2
1996-10-30,,13.95,,15.63,-2494.2
1996-10-31,,13.8,,15.68,-2494.2
1996-11-01,,13.8,,15.35,-3168.8
1996-11-02,,13.8,,15.34,-3168.8
1996-11-03,,,,,
1996-11-04,,13.85,,14.77,-3168.8
1996-11-05,,13.85,,14.7,-3168.8
1996-11-06,,13.85,,14.59,-3168.8
1996-11-07,,13.85,,14.34,-3168.8
1996-11-08,,13.8,,14.54,-3168.8
1996-11-09,,13.8,,14.49,-3168.8
1996-11-10,,,,,
